5985547	,6312709	,6378502	,6379015	,6510087	,6576134	,6510598	,6576134	,6772743	,7165957	,7691266	,8150785	,8347905	,8347905	,8478721	,8609794	,8609796	,8478470	,8413195	,8281871	,8084757	,8019225	,7757082	,7691802	,7887901	,7953183	,8215076	,8411173	,8541735	,8803626	,9065258	,9261610	,9523242	,9523242	,9523242	,9588781	,9588781	,9457708	,9391916	,9325612	,9260076	,9325869	,9457455	,9654828	,9983274	,10246183	,10508579	,10442271	,10507288	,10572050	,
6247429	,6509317	,6640904	,6640906	,6772232	,6772228	,6772482	,6772224	,7427840	,7821569	,8346626	,8674562	,8740355	,8871426	,8805633	,8936705	,8936451	,8739589	,8674059	,8477199	,8346131	,8149784	,7952922	,7756315	,7952670	,8149281	,8476965	,8607526	,8869673	,9131564	,9327660	,9589805	,9721132	,9721130	,9786412	,9852205	,9786925	,9721132	,9655085	,9523501	,9457708	,9523502	,9720368	,10048816	,10180653	,10377769	,10574631	,10639650	,10704669	,10703638	,
6313219	,6444548	,6706696	,6706950	,6771971	,6771971	,7034371	,7362562	,8149248	,8542722	,8870658	,9067265	,9067265	,9067265	,9132288	,9132288	,9066497	,9000451	,8869385	,8738061	,8475665	,8279317	,8147993	,8082459	,8214047	,8541988	,8804391	,9066280	,9197355	,9328684	,9590573	,9787436	,9919021	,10116141	,10181934	,10181680	,10050607	,9984814	,9853228	,9786923	,9721132	,9720878	,9918000	,10312240	,10509359	,10509355	,10640425	,10705445	,10967072	,10835485	,
6444805	,6510339	,6772741	,6838273	,6838016	,6968832	,7296516	,7886853	,8739074	,8870145	,9132288	,9197824	,9328640	,9328640	,9328129	,9328129	,9196545	,9064704	,9064454	,8867853	,8605713	,8343060	,8146199	,8211994	,8409119	,8737315	,8934437	,9197096	,9459498	,9656364	,9853998	,9985582	,10117420	,10249006	,10445613	,10314799	,10183213	,10051625	,9920041	,9985066	,9984555	,9918508	,9983789	,10378032	,10640943	,10640941	,10772011	,10705960	,10901795	,10835486	,
6576130	,6772482	,6837764	,7034371	,7099904	,7165697	,7755778	,8477184	,9198081	,9263617	,9459713	,9656065	,9589761	,9457921	,9522945	,9522947	,9588481	,9390848	,9193730	,8800520	,8472848	,8079379	,8079640	,8277019	,8408092	,8736545	,9064740	,9327654	,9590826	,9788203	,10051886	,10249517	,10446895	,10512942	,10578735	,10512942	,10381356	,10249768	,10118184	,10183466	,10247977	,10181932	,10115626	,10509357	,10706734	,10772527	,10903597	,10771753	,10836515	,10835232	,
6642689	,6904065	,6903555	,6968578	,7230976	,7559169	,8214785	,8935680	,9460226	,9525506	,9655811	,9786370	,9785859	,9719554	,9587968	,9652993	,9455616	,9323776	,8995841	,8667654	,8273933	,8011794	,8012052	,8209686	,8472090	,8801055	,9195299	,9458468	,9853480	,10051625	,10315309	,10447917	,10579503	,10645294	,10645293	,10645293	,10448427	,10382121	,10381352	,10315561	,10511659	,10445355	,10379050	,10641195	,10969390	,11100975	,11035182	,10837544	,10902308	,10835232	,
6774273	,6970624	,6969858	,7034625	,7427584	,8148992	,8804865	,9329408	,9591553	,9656835	,9721345	,9851904	,9851393	,9850625	,9652992	,9586688	,9323777	,8995328	,8601346	,8206853	,7944459	,7944206	,8076305	,8273683	,8602649	,8931614	,9194785	,9589795	,9985062	,10249257	,10512938	,10645547	,10645806	,10777390	,10843437	,10777644	,10646569	,10580263	,10448166	,10578986	,10775082	,10642986	,10773291	,10969643	,11100716	,11232302	,11166509	,10968615	,10968099	,10901279	,
6905346	,7035904	,7035905	,7166211	,7886851	,8870145	,9395201	,9854465	,9919490	,9984770	,10115073	,10311425	,10245120	,10112512	,9914882	,9717507	,9191426	,8666113	,8140544	,7614976	,7615494	,7812620	,7878926	,8076818	,8536343	,8865308	,9260321	,9721122	,10182183	,10577450	,10644779	,10777131	,10843437	,10909228	,10909739	,10843946	,10778153	,10777640	,10711336	,10776361	,10906922	,10840362	,11036461	,11167020	,11100968	,11231787	,11297580	,11297064	,11099172	,11032865	,
7102208	,7167488	,7363328	,7821056	,8674049	,9592579	,9986049	,10248192	,10510081	,10641156	,10640388	,10705152	,10704641	,10507009	,10243587	,9979905	,9125637	,8271879	,7286531	,7417345	,7680260	,7680771	,7943943	,8272654	,8601109	,8930073	,9391389	,9852705	,10182432	,10381094	,10579500	,10711849	,10843433	,10975019	,10909739	,10778922	,10713640	,10647847	,10777895	,10908198	,11038504	,11037480	,11233832	,11364137	,11363626	,11560236	,11559723	,11428137	,11427109	,11163937	,
7429121	,7559937	,7887362	,8740872	,9659400	,10512904	,10642948	,10905092	,11101189	,11298061	,11428624	,11362318	,11230732	,10967310	,10638096	,10045708	,9257229	,8600592	,7812622	,7482887	,7482627	,7746051	,7877635	,8206604	,8797973	,9126936	,9456667	,9983775	,10182433	,10381092	,10644775	,10711336	,10909226	,10975532	,10975532	,10910508	,10845226	,10779433	,10909481	,11039785	,11169577	,11169320	,11430441	,11495466	,11626028	,11757357	,11625771	,11625001	,11558436	,11295264	,
