7354198	,7288409	,7222871	,7091798	,7222870	,7091799	,7222872	,6894676	,6763605	,6894678	,6894422	,6828885	,6632280	,6698069	,6632534	,6698067	,6632020	,6763093	,6566228	,6435666	,6435668	,6303829	,6107474	,6369878	,6697562	,6763610	,6501977	,6369879	,6173527	,6107477	,6173525	,6041936	,5975635	,5778769	,5713743	,5977427	,6109782	,6372697	,6504030	,6635875	,6636131	,6504024	,6371403	,5976645	,5320000	,5122624	,5122879	,5187906	,5319490	,5188419	,
7683161	,7354199	,7420244	,7223125	,7157333	,7223127	,7288662	,7026259	,6763861	,7025495	,6828630	,6632021	,6763096	,6698066	,6829139	,6763605	,6697557	,6632276	,6566995	,6500946	,6369874	,6304078	,6369618	,6238545	,6435921	,6763861	,6698583	,6435926	,6370133	,6238543	,6238800	,6172752	,6172241	,6106959	,6108239	,6371922	,6503509	,6635347	,6963796	,7096153	,6899285	,6700876	,6436421	,5779523	,5319743	,5385023	,5253694	,5319231	,5516100	,5320002	,
7814230	,7419992	,7288405	,7222868	,6960213	,7091542	,7091797	,7091029	,6960721	,6698065	,6893908	,6763344	,6631763	,6566739	,6697553	,6762836	,6632272	,6435407	,6369874	,6500688	,6173004	,6172750	,6304079	,6238544	,6239054	,6370129	,6370386	,6173778	,6042191	,6107727	,6107727	,5976398	,5910607	,6041422	,6173776	,6306388	,6371924	,6240083	,6699599	,6700362	,6437959	,6174276	,5844545	,5516097	,5319234	,5253694	,5188157	,5385017	,5385279	,5319492	,
7682903	,7748696	,7550806	,7354195	,6959953	,7025233	,6960466	,6894671	,6829135	,6566479	,6828113	,6828879	,6566480	,6435409	,6304077	,6369611	,6434892	,6632272	,6566227	,6238288	,6041932	,6107470	,6173009	,6434893	,6173004	,5910349	,6041675	,6107726	,6239312	,6371151	,6436685	,6305614	,6173776	,6042957	,6175572	,6439002	,6438491	,6175576	,6174549	,6305102	,6108488	,5713984	,5582142	,5385539	,5516611	,5450559	,5188411	,5188151	,5320251	,5517891	,
7551574	,7814487	,7880025	,7288146	,6959950	,6829135	,6959952	,6566732	,6566733	,6697551	,6632013	,6566221	,6500686	,6369356	,6172744	,6041671	,6238540	,6763597	,6566481	,6107221	,6173013	,6107988	,6173011	,6238027	,6041673	,6041929	,6173513	,6501960	,6764620	,6896463	,6962251	,6896971	,7159627	,6897228	,6636109	,6702419	,6636377	,6373718	,6045011	,6173771	,5976389	,5517120	,5516862	,5845056	,5713984	,5516860	,5319737	,5714745	,6174780	,6175292	,
7617105	,7157332	,7420507	,7223128	,6828882	,6698063	,6829133	,6632013	,6566476	,6565966	,6435149	,6304077	,6369616	,6304076	,6304075	,6238282	,6369611	,6238541	,6108498	,6305363	,6305622	,6174811	,6239577	,6041678	,5976137	,6435913	,6764361	,6830664	,7027785	,7028298	,7291462	,7422534	,7619395	,7487813	,7224899	,6766153	,6570572	,6374226	,6045267	,5911368	,5779009	,5517118	,5516604	,5713467	,5516859	,5123130	,5254202	,6239799	,6895923	,6764854	,
7879506	,7026002	,6829141	,7158104	,6763860	,6500942	,6566476	,6500685	,6435149	,6434890	,6369356	,6237773	,6238030	,6238541	,6369612	,6303820	,6172490	,6238792	,6174026	,6240073	,6306125	,6306893	,6306898	,6305613	,6501708	,6568009	,6830917	,7028293	,7225412	,7225411	,7553854	,8013373	,7948100	,7553605	,7158338	,6633032	,6372424	,6373455	,6044749	,5518146	,5385532	,5188671	,5122875	,5057079	,4991801	,4926264	,5057593	,5647927	,6041649	,5779250	,
7813717	,7353682	,6632018	,6698326	,7158106	,6763856	,6435150	,6238026	,6106954	,6107212	,6106956	,5910345	,5975623	,5844808	,6041418	,5910602	,5713734	,5779013	,5844550	,5713478	,5845318	,6239561	,6502988	,6568524	,6633802	,6569028	,6963010	,7291716	,7750724	,7618623	,7552822	,7815734	,8013629	,7816259	,7158847	,6567491	,6240843	,6175822	,5584454	,5189441	,5123130	,5254462	,5057852	,5057080	,5056827	,5122876	,4926518	,4860726	,4663862	,4728887	,
7748180	,7616594	,6894926	,6369872	,6829909	,7617884	,6829395	,6041676	,5844811	,6041678	,5844552	,5647432	,5909576	,5713224	,5582407	,5713478	,5516868	,5516617	,5581895	,5516359	,5648456	,6042441	,6305354	,6437449	,6700357	,7028800	,7422528	,7750464	,8209988	,7552829	,7158839	,7420726	,7749691	,7815486	,7289663	,6436415	,5978693	,5716039	,5189956	,5320511	,5911354	,6240062	,6108475	,5714491	,5254972	,5057850	,4598583	,4598071	,4401462	,4335156	,
7486288	,7616852	,7091793	,6435919	,6303826	,7486043	,7617370	,6238285	,5844806	,5910346	,5844554	,5844041	,5713224	,5581895	,5385537	,5320003	,5451077	,5582150	,5581894	,5713737	,5977418	,6043465	,6306375	,6503749	,7094340	,7488063	,7618878	,7618363	,7618105	,7420730	,6961209	,7026230	,7092026	,7223098	,6894395	,6107455	,5583943	,5387590	,5386817	,5977149	,6961722	,7421754	,7552825	,7093306	,6371386	,5386546	,4467252	,4335669	,4204597	,4007734	,
